mepid,name,result,eugroup,identifier,vote_id
7244,Aguilar,for,ECR,116489,7244
4978,Berlato,for,ECR,116489,4978
5112,Bielan,for,ECR,116489,5112
6864,Bourgeois,for,ECR,116489,6864
6895,Brudziński,for,ECR,116489,6895
7214,Buxadé Villalba,for,ECR,116489,7214
5490,Czarnecki,for,ECR,116489,5490
7270,de la Pisa Carrión,for,ECR,116489,7270
7150,Ďuriš Nicholsonová,for,Renew,116489,7150
6511,Dzhambazki,for,ECR,116489,6511
5982,Fidanza,for,ECR,116489,5982
6998,Fiocchi,for,ECR,116489,6998
4880,Fitto,for,ECR,116489,4880
5472,Fotyga,for,ECR,116489,5472
7250,Fragkos,for,ECR,116489,7250
6834,Geuking,for,EPP,116489,6834
6909,Jaki,for,ECR,116489,6909
6911,Jurgiel,for,ECR,116489,6911
7151,Jurzyca,for,ECR,116489,7151
6866,Kanko,for,ECR,116489,6866
6525,Karski,for,ECR,116489,6525
6912,Kempa,for,ECR,116489,6912
6913,Kloc,for,ECR,116489,6913
6923,Kopcińska,for,ECR,116489,6923
6530,Krasnodębski,for,ECR,116489,6530
6925,Kruk,for,ECR,116489,6925
5507,Kuźmiuk,for,ECR,116489,5507
6608,Lundgren,for,ECR,116489,6608
6931,Mazurek,for,ECR,116489,6931
7173,Melbārde,for,EPP,116489,7173
6934,Możdżanowska,for,ECR,116489,6934
5974,Poręba,for,ECR,116489,5974
7205,Procaccini,for,ECR,116489,7205
6937,Rafalska,for,ECR,116489,6937
7157,Ruissen,for,ECR,116489,7157
6938,Rzońca,for,ECR,116489,6938
5416,Saryusz-Wolski,for,ECR,116489,5416
7231,Slabakov,for,ECR,116489,7231
7210,Stancanelli,for,ECR,116489,7210
6798,Stegrud,for,ECR,116489,6798
6946,Szydło,for,ECR,116489,6946
7265,Tarczyński,for,ECR,116489,7265
7216,Tertsch,for,ECR,116489,7216
6952,Tobiszowski,for,ECR,116489,6952
5878,Tomaševski,for,ECR,116489,5878
6300,Tomašić,for,ECR,116489,6300
