mepid,name,result,eugroup,identifier
7089,Arvanitis,for,GUE/NGL,125698
6926,Aubry,for,GUE/NGL,125698
7072,Barrena Arza,for,GUE/NGL,125698
6604,Björk,for,GUE/NGL,125698
6914,Bompard,for,GUE/NGL,125698
6873,Botenga,for,GUE/NGL,125698
6922,Chaibi,for,GUE/NGL,125698
7113,Daly,for,GUE/NGL,125698
6865,Demirel,for,GUE/NGL,125698
6024,Ernst,for,GUE/NGL,125698
6597,Flanagan,for,GUE/NGL,125698
6815,Georgiou,for,GUE/NGL,125698
7204,Georgoulis,for,GUE/NGL,125698
7133,Gusmão,for,GUE/NGL,125698
6628,Hazekamp,for,GUE/NGL,125698
6814,Kizilyürek,for,GUE/NGL,125698
7126,Kokkalis,for,GUE/NGL,125698
5039,Konečná,for,GUE/NGL,125698
6713,Kouloglou,for,GUE/NGL,125698
7087,Kountoura,for,GUE/NGL,125698
7279,MacManus,for,GUE/NGL,125698
5992,Matias,for,GUE/NGL,125698
6354,Maurel,for,GUE/NGL,125698
6310,Michels,for,GUE/NGL,125698
7190,Modig,for,GUE/NGL,125698
6250,Omarjee,for,GUE/NGL,125698
5596,Papadimoulis,for,GUE/NGL,125698
6920,Pelletier,for,GUE/NGL,125698
7213,Pineda,for,GUE/NGL,125698
7069,Rego,for,GUE/NGL,125698
7169,Rodríguez Palop,for,GUE/NGL,125698
6758,Schirdewan,for,GUE/NGL,125698
5837,Scholz,for,GUE/NGL,125698
6715,Urbán Crespo,for,GUE/NGL,125698
7212,Villanueva Ruiz,for,GUE/NGL,125698
6961,Villumsen,for,GUE/NGL,125698
7202,Wallace,for,GUE/NGL,125698
6468,Adinolfi Isabella,for,NI,125698
6411,Beghin,for,NI,125698
6832,Buschmann,for,NI,125698
6446,Castaldo,for,NI,125698
7258,Comín i Oliveres,for,NI,125698
6470,Ferrara,for,NI,125698
7180,Furore,for,NI,125698
7179,Gemma,for,NI,125698
7189,Giarrusso,for,NI,125698
7243,Gyöngyösi,for,NI,125698
7123,Konstantinou,for,NI,125698
7010,Pignedoli,for,NI,125698
7276,Ponsatí Obiols,for,NI,125698
7257,Puigdemont i Casamajó,for,NI,125698
7177,Rondinelli,for,NI,125698
6471,Sonneborn,for,NI,125698
6695,Zullo,for,NI,125698
7129,Amaro,for,PPE,125698
6594,Arimont,for,PPE,125698
6885,Arłukowicz,for,PPE,125698
7083,Asimakopoulou,for,PPE,125698
7060,Băsescu,for,PPE,125698
7162,Berendsen,for,PPE,125698
7026,Blaga,for,PPE,125698
7025,Bogdan,for,PPE,125698
6617,Buda,for,PPE,125698
5729,Buşoi,for,PPE,125698
6039,Carvalho,for,PPE,125698
5252,Casa,for,PPE,125698
5236,Christoforou,for,PPE,125698
6600,Clune,for,PPE,125698
6929,Colin-Oesterlé,for,PPE,125698
5921,Danjean,for,PPE,125698
6762,Didier,for,PPE,125698
6928,Evren,for,PPE,125698
7038,Falcă,for,PPE,125698
6068,Fernandes,for,PPE,125698
7108,Fitzgerald,for,PPE,125698
6813,Fourlas,for,PPE,125698
6852,Franssen,for,PPE,125698
4659,Gahler,for,PPE,125698
6777,Hansen,for,PPE,125698
7035,Hava,for,PPE,125698
6811,Herbst,for,PPE,125698
4987,Hortefeux,for,PPE,125698
7222,Kanev,for,PPE,125698
4669,Karas,for,PPE,125698
6666,Kefalogiannis,for,PPE,125698
5855,Kelly,for,PPE,125698
7080,Kympouropoulos,for,PPE,125698
6662,Kyrtsos,for,PPE,125698
5727,de Lange,for,PPE,125698
6592,Lenaers,for,PPE,125698
7264,Lexmann,for,PPE,125698
3855,Liese,for,PPE,125698
5964,Łukacijewska,for,PPE,125698
6855,Lutgen,for,PPE,125698
4964,Manders,for,PPE,125698
7284,Markey,for,PPE,125698
7051,Meimarakis,for,PPE,125698
6121,Melo,for,PPE,125698
6297,Metsola,for,PPE,125698
6366,Monteiro de Aguiar,for,PPE,125698
6368,Morano,for,PPE,125698
7036,Motreanu,for,PPE,125698
6436,Mureşan,for,PPE,125698
7255,Nistor,for,PPE,125698
5413,Novak,for,PPE,125698
6819,Peeters,for,PPE,125698
7120,Pereira Lídia,for,PPE,125698
5788,Pietikäinen,for,PPE,125698
6750,Radtke,for,PPE,125698
6072,Rangel,for,PPE,125698
6370,Sander,for,PPE,125698
6636,Schreijer-Pierik,for,PPE,125698
6824,Simon,for,PPE,125698
6816,Sokol,for,PPE,125698
6663,Spyraki,for,PPE,125698
6547,Štefanec,for,PPE,125698
7061,Tomac,for,PPE,125698
6664,Vozemberg-Vrionidi,for,PPE,125698
7233,Walsh,for,PPE,125698
5351,Weber,for,PPE,125698
6820,Wiseler-Lima,for,PPE,125698
6665,Zagorakis,for,PPE,125698
7230,Alieva-Veli,for,Renew,125698
7260,Andrews,for,Renew,125698
6327,Ansip,for,Renew,125698
6400,Auštrevičius,for,Renew,125698
6944,Bijoux,for,Renew,125698
6089,Bilbao Barandica,for,Renew,125698
7057,Botoş,for,Renew,125698
6967,Boyer,for,Renew,125698
6966,Brunet,for,Renew,125698
6973,Cañas,for,Renew,125698
5891,Canfin,for,Renew,125698
6899,Chabaud,for,Renew,125698
6860,Chastel,for,Renew,125698
7271,Cicurel,for,Renew,125698
7021,Cioloş,for,Renew,125698
6978,Cseh,for,Renew,125698
6458,Danti,for,Renew,125698
6898,Decerle,for,Renew,125698
6987,Donáth,for,Renew,125698
6324,Durand,for,Renew,125698
6980,Farreng,for,Renew,125698
6818,Flego,for,Renew,125698
7022,Gamon,for,Renew,125698
7283,Gheorghe,for,Renew,125698
7050,Ghinea,for,Renew,125698
1793,Goerens,for,Renew,125698
7273,Gozi,for,Renew,125698
6849,Grošelj,for,Renew,125698
6950,Grudler,for,Renew,125698
6936,Guetta,for,Renew,125698
6959,Hayer,for,Renew,125698
7154,Hojsík,for,Renew,125698
7014,Ijabs,for,Renew,125698
5385,in  't Veld,for,Renew,125698
6844,Joveva,for,Renew,125698
6975,Karleskind,for,Renew,125698
7203,Kelleher,for,Renew,125698
5021,Keller Fabienne,for,Renew,125698
6504,Kyuchyuk,for,Renew,125698
6887,Loiseau,for,Renew,125698
6957,Melchior,for,Renew,125698
6690,Mihaylova,for,Renew,125698
6614,Nart,for,Renew,125698
6705,Paet,for,Renew,125698
6644,Pagazaurtundúa,for,Renew,125698
7052,Pîslaru,for,Renew,125698
7235,Rafaela,for,Renew,125698
4676,Ries,for,Renew,125698
6056,Riquet,for,Renew,125698
4767,Rodríguez Ramos,for,Renew,125698
6902,Séjourné,for,Renew,125698
6817,Semedo,for,Renew,125698
7152,Šimečka,for,Renew,125698
7055,Ştefănuță,for,Renew,125698
7058,Strugariu,for,Renew,125698
6940,Tolleret,for,Renew,125698
6331,Toom,for,Renew,125698
6985,Trillet-Lenoir,for,Renew,125698
7054,Tudorache,for,Renew,125698
5879,Uspaskich,for,Renew,125698
6710,Vautmans,for,Renew,125698
6896,Vedrenne,for,Renew,125698
6159,Verhofstadt,for,Renew,125698
6971,Yon-Courtin,for,Renew,125698
6892,Zacharopoulou,for,Renew,125698
6802,Agius Saliba,for,S&D,125698
6651,Aguilera,for,S&D,125698
7167,Ameriks,for,S&D,125698
6279,Andrieu,for,S&D,125698
6687,Androulakis,for,S&D,125698
7254,Angel,for,S&D,125698
6977,Ara-Kovács,for,S&D,125698
6553,Arena,for,S&D,125698
7040,Avram,for,S&D,125698
6888,Balt,for,S&D,125698
6831,Barley,for,S&D,125698
7193,Bartolo,for,S&D,125698
6889,Belka,for,S&D,125698
7047,Benea,for,S&D,125698
6505,Benifei,for,S&D,125698
5173,Beňová,for,S&D,125698
6796,Bergkvist,for,S&D,125698
6891,Biedroń,for,S&D,125698
6833,Bischoff,for,S&D,125698
5867,Blinkevičiūtė,for,S&D,125698
6449,Bonafè,for,S&D,125698
6264,Borzan,for,S&D,125698
6843,Brglez,for,S&D,125698
4690,Bullmann,for,S&D,125698
6838,Burkhardt,for,S&D,125698
7008,Calenda,for,S&D,125698
7252,Carvalhais,for,S&D,125698
7030,Cerdas,for,S&D,125698
7166,Chahim,for,S&D,125698
6499,Chinnici,for,S&D,125698
6901,Cimoszewicz,for,S&D,125698
7046,Ciuhodaru,for,S&D,125698
7145,Číž,for,S&D,125698
5661,Crețu,for,S&D,125698
6794,Cutajar,for,S&D,125698
6806,Danielsson,for,S&D,125698
6062,De Castro,for,S&D,125698
6969,Dobrev,for,S&D,125698
7248,Durá Ferrandis,for,S&D,125698
7282,Engerer,for,S&D,125698
6014,Ertug,for,S&D,125698
6080,Fajon,for,S&D,125698
